id	name	province	district	division	location	sub_location	level	agency	latitude	longitude	email	emergency_number_one	emergency_number_two
2618	EKWANDA HEALTH CENTRE	WESTERN	VIHIGA	LUANDA	S.W BUNYORE	MWITUBWI	3	MOH	0.014044	34.571276	wekwandahealthcentre@healthcare.com	0770334304	0753159209
2619	CHEBWAI HEALTH CENTRE	WESTERN	KAKAMEGA	KABRAS	KABRAS CENTRAL	MATSAKHA	3	MISS	0.496461	34.832792	wchebwaihealthcentre@healthcare.com	0732167887	0779864934
2620	ILIKERIN DISP	RIFT VALLEY	TRANS MARA	KIRINDONI	MURKAN	OLKERIN	4	MOH	-1.049882	35.061875	rilikerindisp@healthcare.com	0780285111	0706773461
2621	EMUHAYA HEALTH CENTRE	WESTERN	VIHIGA	EMUHAYA	WEKHOMO	IBOONA	3	MOH	0.037943	34.626321	wemuhayahealthcentre@healthcare.com	0703480048	0704896652
2622	CHEBWAYI HEALTH DISP	WESTERN	KAKAMEGA	IKOLOMANI	IGUHU	SHIVEYE	4	MISS	0.163828	34.800262	wchebwayihealthdisp@healthcare.com	0778243949	0774716835
2623	KABOLECHO DISP	RIFT VALLEY	TRANS MARA	KIRINDONI	EMARTI	KAPSASIAN	4	MOH	-1.010148	35.141361	rkabolechodisp@healthcare.com	0743830188	0744630792
2624	ENZARO HEALTH CENTRE	WESTERN	VIHIGA	VIHIGA	SOUTH MARAGOLI	IDELERI	3	MOH	0.001352	34.702388	wenzarohealthcentre@healthcare.com	0730409615	0763508297
2625	CHOMBELI DISP.	WESTERN	KAKAMEGA	KABRAS	SHIRUGU	SAMITSI	4	MOH	0.456206	34.751505	wchombelidisp.@healthcare.com	0750087386	0770179288
2626	KAMAGEK	RIFT VALLEY	TRANS MARA	KIRINDONI	MURKAN	MOGONDO	4	MOH	-1.024171	35.015118	rkamagek@healthcare.com	0763710025	0728123453
2627	ESIARAMBATSI H C	WESTERN	VIHIGA	EMUHAYA	N.E BUNYORE	EBUSILOLI	3	MOH	0.080783	34.667144	wesiarambatsihc@healthcare.com	0748522705	0785382439
2628	EGUHU HC	WESTERN	KAKAMEGA	IKOLOMANI	IGUHU	MAKHOKHO	3	MOH	0.168335	34.7433	weguhuhc@healthcare.com	0793285446	0721202763
2629	KAPSASIAN DISP	RIFT VALLEY	TRANS MARA	KIRINDONI	EMARTI	KAPSASIAN	4	MOH	-0.968076	35.129671	rkapsasiandisp@healthcare.com	0721816172	0777458902
2630	GIVUDIMBULI HEALTH CENTRE	WESTERN	VIHIGA	SABATIA	WODANGA	MAMBAI	3	MOH	0.088137	34.780698	wgivudimbulihealthcentre@healthcare.com	0734938849	0703178411
2631	EMATSAYI MISSION DISP	WESTERN	KAKAMEGA	LURAMBI	BUTSOTSO SOUTH	ESHIBULI	4	MISS	0.266344	34.6627	wematsayimissiondisp@healthcare.com	0770313519	0737697257
2632	KAPWERIA DISP	RIFT VALLEY	TRANS MARA	PIRRAR	OLOLMASANI	ABOSSI	4	MOH	-0.935549	35.075519	rkapweriadisp@healthcare.com	0765119886	0710119944
2633	HAMISI BAPTIST DISP	WESTERN	VIHIGA	TIRIKI WEST	BANJA	KIPCHEKWEN	4	MISS	0.0703	34.796456	whamisibaptistdisp@healthcare.com	0797241737	0774616661
2634	EREGI MISSION H C	WESTERN	KAKAMEGA	IKOLOMANI	SHIKUMU	MADIVINI	3	MISS	0.148307	34.6901	weregimissionhc@healthcare.com	0752979875	0798552579
2635	KARDA DISP	RIFT VALLEY	TRANS MARA	KEIYAN	ISAMPIN	ELANGATA SAEN	4	MISS	-1.020665	34.749775	rkardadisp@healthcare.com	0760044912	0781106793
2636	HAMISI HEALTH CENTRE	WESTERN	VIHIGA	TIRIKI WEST	GISAMBAI	GAVUDUNYI	3	MOH	0.073514	34.802064	whamisihealthcentre@healthcare.com	0774864725	0741945200
2637	ESHIKHUYU DISP	WESTERN	KAKAMEGA	LURAMBI	BUTSOTSO SOUTH	ESHIBULI	4	MOH	0.264745	34.655744	weshikhuyudisp@healthcare.com	0765736769	0773162692
2638	KAWAI DISP	RIFT VALLEY	TRANS MARA	LOLGORIAN	OLORIEN	OLOLMONGI	4	MISS	-1.25377	34.9482	rkawaidisp@healthcare.com	0755226749	0774517292
2639	IPALI HEALTH CENTRE	WESTERN	VIHIGA	LUANDA	WEST BUNYORE	ITUMBU	3	MOH	0.0502	34.58082	wipalihealthcentre@healthcare.com	0769390817	0755509069
2640	ESHSHURU DISP	WESTERN	KAKAMEGA	SHINYALU	MURHANDA	KAKAMEGA FOREST	4	MOH	0.27	34.92	weshshurudisp@healthcare.com	0741072884	0792307398
2641	KERINKANI DISP	RIFT VALLEY	TRANS MARA	LOLGORIAN	OLORIEN	KERINKANNE	4	MISS	-1.3089	34.8678	rkerinkanidisp@healthcare.com	0794122396	0761024267
2642	KAIMOSI FRIENDS' HOSPITAL	WESTERN	VIHIGA	TIRIKI EAST	SHAVIRINGA	MULUNDU(TIRIKI EAST)	1	MISS	0.13183	34.84834	wkaimosifriends'hospital@healthcare.com	0774277122	0777224532
2643	IGUHU HEALTH CENTRE	WESTERN	KAKAMEGA	IKOLOMANI	IGUHU	MAKHOKHO	3	MOH	0.163363	34.74599	wiguhuhealthcentre@healthcare.com	0755991567	0761602342
2644	KERINKANI DISP	RIFT VALLEY	TRANS MARA	LOLGORIAN	OLORIEN	KERINKANNE	4	MOH	-1.33878	34.8527	rkerinkanidisp@healthcare.com	0749731775	0700525477
2645	KEGONDI HEALTH CENTRE	WESTERN	VIHIGA	SABATIA	WEST MARAGOLI	HAMUYUNDI	3	MOH	0.13	34.71	wkegondihealthcentre@healthcare.com	0796315799	0720920726
2646	KIMA HOSPITAL	WESTERN	VIHIGA	EMUHAYA	WEKHOMO	IBOONA	1	MISS	0.04	34.64	wkimahospital@healthcare.com	0742571735	0751594619
2647	ILEHO HEALTH CENTRE	WESTERN	KAKAMEGA	ILEHO	IVIHIGA	LUNYU	3	MISS	0.290344	34.945664	wilehohealthcentre@healthcare.com	0790384300	0700311667
2648	KILGORIS DISP	RIFT VALLEY	TRANS MARA	KILGORIS	OLOLCHANI	KILGORIS	4	MISS	-1.00495	34.88108	rkilgorisdisp@healthcare.com	0717566189	0785130799
2649	INDANGALASIA YMCA DISP	WESTERN	KAKAMEGA	LURAMBI	SHIKOTI	INDANGALASIA(KK)	4	NGO	0.343242	34.772402	windangalasiaymcadisp@healthcare.com	0779280634	0791181167
2650	KILGORIS DIST HOSP/TRANSMARA DIST HOSP	RIFT VALLEY	TRANS MARA	KILGORIS	OLOLCHANI	KILGORIS	1	MOH	-1.00212	34.8789	rkilgorisdisthosp/transmaradisthosp@healthcare.com	0744034115	0764262200
2651	LIKINDU DISP	WESTERN	VIHIGA	VIHIGA	MUNGOMA	VIGULU	4	MOH	0.017027	34.659398	wlikindudisp@healthcare.com	0719529470	0717605329
2652	INGOTSE DISP	WESTERN	KAKAMEGA	LURAMBI	BUTSOTSO NORTH	INGOTSE	4	MISS	0.355409	34.697877	wingotsedisp@healthcare.com	0783916795	0723422733
2653	KILGORIS SDA HEALTH CENTRE	RIFT VALLEY	TRANS MARA	KILGORIS	OLALUI	OLALUI	3	MISS	-1.00842	34.8823	rkilgorissdahealthcentre@healthcare.com	0742981087	0775099333
2654	LYANAGINGA HEALTH CENTRE	WESTERN	VIHIGA	EMUHAYA	WEKHOMO	EBUHANDO	3	MOH	0.010225	34.621767	wlyanagingahealthcentre@healthcare.com	0785357951	0778050875
2655	KAKAMEGA FOREST DISP	WESTERN	KAKAMEGA	SHINYALU	SHIBUYE	VIRHEMBE	4	MOH	0.235798	34.867553	wkakamegaforestdisp@healthcare.com	0791440871	0773149038
2656	MBALE RHTC	WESTERN	VIHIGA	VIHIGA	WAMULUMA	MBIHI	3	MOH	0.080026	34.722102	wmbalerhtc@healthcare.com	0743538622	0758646921
2657	KIMENDET DISP	RIFT VALLEY	TRANS MARA	KIRINDONI	KIMINTET	OLOOLOLO	4	MISS	-1.21865	35.0295	rkimendetdisp@healthcare.com	0732059872	0764783273
2658	KAKAMEGA PROVINCIAL GENERAL	WESTERN	KAKAMEGA	MUNICIPALITY	BUKHUNGU	SHIRERE	2	MOH	0.27498	34.758806	wkakamegaprovincialgeneral@healthcare.com	0711640065	0755091360
2659	MUSITINYI DISP	WESTERN	VIHIGA	EMUHAYA	EAST BUNYORE	EBUBAYI	4	MOH	0.056713	34.656238	wmusitinyidisp@healthcare.com	0760758702	0743921540
2660	KIMINTET HEALTH CENTRE	RIFT VALLEY	TRANS MARA	KIRINDONI	KIMINTET	KIRINDONI	3	MOH	-1.121016	35.074135	rkimintethealthcentre@healthcare.com	0792527129	0779342757
2661	KAMBIRI H C	WESTERN	KAKAMEGA	ILEHO	KAMBIRI	BULOVI	3	MOH	0.374147	34.911005	wkambirihc@healthcare.com	0772605067	0795945732
2662	KIRINDONI DISP	RIFT VALLEY	TRANS MARA	KIRINDONI	KIMINTET	KIRINDONI	4	MOH	-1.10379	35.066	rkirindonidisp@healthcare.com	0783732572	0716967539
2663	NANDAYA DISP	WESTERN	VIHIGA	SABATIA	CHAVAKALI	VIYALO	4	MOH	0.1	34.68	wnandayadisp@healthcare.com	0776062125	0707216082
2664	KHARANDA DISP	WESTERN	KAKAMEGA	NAVAKHOLO	BUNYALA WEST	SIDIKHO	4	MOH	0.441685	34.636808	wkharandadisp@healthcare.com	0710067837	0761988632
2665	KIRINTON DISP	RIFT VALLEY	TRANS MARA	KILGORIS	OLALUI	OLALUI	4	MISS	-1.021748	34.878338	rkirintondisp@healthcare.com	0778640166	0791194477
2666	NYANG'ORI HEALTH CENTRE	WESTERN	VIHIGA	TIRIKI WEST	TAMBUA	GAMALENGA	3	MISS	-0.015824	34.7435	wnyang'orihealthcentre@healthcare.com	0767988745	0757169367
2667	ROYAL MEDICAL CENTRE	WESTERN	VIHIGA	LUANDA	WEST BUNYORE	EBUSIRALO	4	MISS	0.021141	34.590057	wroyalmedicalcentre@healthcare.com	0796299900	0721377934
2668	KILINGILI HEALTH CENTRE	WESTERN	KAKAMEGA	IKOLOMANI	SHIKUMU	KALUNI	3	MOH	0.142198	34.681513	wkilingilihealthcentre@healthcare.com	0739818680	0780280469
2669	KORDA MISSION HOSPITAL	RIFT VALLEY	TRANS MARA	KEIYAN	ISAMPIN	ELANGATA SAEN	1	MISS	-1.037027	34.768478	rkordamissionhospital@healthcare.com	0779866287	0781120027
2670	SABATIA HEALTH CENTRE	WESTERN	VIHIGA	SABATIA	WODANGA	VOKOLI	3	MOH	0.120764	34.787248	wsabatiahealthcentre@healthcare.com	0763002736	0783651081
2671	KUVASALI DISP	WESTERN	KAKAMEGA	KABRAS	KABRAS EAST	CHIMUCHE	4	MOH	0.421058	34.943218	wkuvasalidisp@healthcare.com	0795924652	0737179015
2672	KURONGURIK DISP	RIFT VALLEY	TRANS MARA	KIRINDONI	MURKAN	MOGONDO	4	MOH	-1.00781	35.066551	rkurongurikdisp@healthcare.com	0766472613	0762211203
2673	SEREM HEALTH CENTRE	WESTERN	VIHIGA	TIRIKI EAST	SHAMAKHOKO	SEREM	3	MOH	0.080128	34.852747	wseremhealthcentre@healthcare.com	0704705006	0714841567
2674	LUTASO CATHOLIC DISP	WESTERN	KAKAMEGA	KABRAS	KABRAS WEST	BURUNDU	4	MISS	0.445628	34.7443	wlutasocatholicdisp@healthcare.com	0702494193	0767437709
2675	LICHARTUYIARI HEALTH CENTRE	RIFT VALLEY	TRANS MARA	KILGORIS	OLOIBORSOITO	OLDONYO-RASHA	3	MISS	-0.989698	34.8998	rlichartuyiarihealthcentre@healthcare.com	0796148364	0727906334
2676	SHAMAKHOKHO DISP	WESTERN	VIHIGA	TIRIKI EAST	SHAMAKHOKO	JIVOLOLI	4	MOH	0.11385	34.83064	wshamakhokhodisp@healthcare.com	0705411158	0719575815
2677	MAENDELEO YA WANAWAKE DISP	WESTERN	KAKAMEGA	MUNICIPALITY	BUKHUNGU	SHIRERE	4	NGO	0.274589	34.76403	wmaendeleoyawanawakedisp@healthcare.com	0750834779	0784660081
2678	LOLGORIEN  SUB DISTRICT HOSPITAL	RIFT VALLEY	TRANS MARA	LOLGORIAN	MOYOI	LOLGORIAN	1	MOH	-1.22817	34.8062	rlolgoriensubdistricthospital@healthcare.com	0728664552	0786992388
2679	SHIRU DISP	WESTERN	VIHIGA	TIRIKI EAST	SHAVIRINGA	SHIRU	4	MOH	0.161669	34.911632	wshirudisp@healthcare.com	0703193752	0722041898
2680	MEGUARA DISP	RIFT VALLEY	TRANS MARA	PIRRAR	SIRUA AULO	SIRUA AULO	4	MISS	-0.919312	34.982	rmeguaradisp@healthcare.com	0736348049	0783608572
2681	MALAVA H C	WESTERN	KAKAMEGA	KABRAS	KABRAS EAST	MUSINGU	3	MOH	0.448675	34.853944	wmalavahc@healthcare.com	0789183541	0793081057
2682	TIGOI HEALTH CENTRE	WESTERN	VIHIGA	TIRIKI WEST	JEPKOYAI	TIGOI	3	MOH	0.005912	34.725541	wtigoihealthcentre@healthcare.com	0726152552	0787451585
2683	MUKHONJE H C	WESTERN	KAKAMEGA	SHINYALU	ILESI	MUKHONJE	3	MOH	0.250844	34.7271	wmukhonjehc@healthcare.com	0743498151	0758837335
2684	MEGUARA DISP-ROMOSHA	RIFT VALLEY	TRANS MARA	PIRRAR	MEGWARA	ROMOSHA	4	MOH	-0.914285	34.958038	rmeguaradisp-romosha@healthcare.com	0715475209	0755166203
2685	TIRIKI DISP	WESTERN	VIHIGA	TIRIKI EAST	SHAVIRINGA	MULUNDU(TIRIKI EAST)	4	MISS	0.148592	34.8361	wtirikidisp@healthcare.com	0776734441	0784707349
2686	MONIANGU HEALTH CENTRE	RIFT VALLEY	TRANS MARA	KEIYAN	OLOLTARE	OLOLTARE	3	MISS	-0.969245	34.684317	rmonianguhealthcentre@healthcare.com	0743142324	0718854751
2687	MUKHURU BAPTIST DISP	WESTERN	KAKAMEGA	ILEHO	IVIHIGA	LUNYU	4	MISS	0.246039	34.960883	wmukhurubaptistdisp@healthcare.com	0760533669	0764137445
2688	MUKUMU MISSION HOSP	WESTERN	KAKAMEGA	SHINYALU	KHAYEGA	SHITOCHI	1	MISS	0.204344	34.7652	wmukumumissionhosp@healthcare.com	0794861714	0718202712
2689	VIHIGA DISTRICT HOSPITAL	WESTERN	VIHIGA	VIHIGA	WAMULUMA	KEGOYE	1	MOH	0.08365	34.72989	wvihigadistricthospital@healthcare.com	0798521403	0750366091
2690	NAROLONG HEALTH CENTRE	RIFT VALLEY	TRANS MARA	KEIYAN	MASURURA	NAROLONG	3	MISS	-1.141	34.647	rnarolonghealthcentre@healthcare.com	0703228194	0778139589
2691	MUSANDA CPK DISP	WESTERN	KAKAMEGA	IKOLOMANI	SHISERE	MUTAHO	4	MISS	0.22276	34.64426	wmusandacpkdisp@healthcare.com	0778239250	0761482533
2692	VIHIGA HEALTH CENTRE	WESTERN	VIHIGA	VIHIGA	CENTRAL MARAGOLI	EMANDA	3	MOH	0.038865	34.714689	wvihigahealthcentre@healthcare.com	0762719637	0771238588
2693	NGANAIYO DISP	RIFT VALLEY	TRANS MARA	KILGORIS	OLOMISMIS	OLOMISMIS	4	MOH	-1.039574	34.920893	rnganaiyodisp@healthcare.com	0719835548	0786321854
2694	MUSOLI CATHOLIC DISP	WESTERN	KAKAMEGA	IKOLOMANI	SHISERE	SHIKULU	4	MISS	0.215209	34.6672	wmusolicatholicdisp@healthcare.com	0729316084	0755943535
2695	APPROVED SCHOOL DISP (KIRIGITI)	CENTRAL	KIAMBU	KIAMBAA	KIAMBAA S/AREA	TOWNSHIP(KIAMBAA)	9	OTHER MIN	-1.171293	36.836046	capprovedschooldisp(kirigiti)@healthcare.com	0742017500	0791820218
2696	NKARARO HEALTH CENTRE	RIFT VALLEY	TRANS MARA	KEIYAN	NKARARO	NKARARO	3	MOH	-1.10106	34.7988	rnkararohealthcentre@healthcare.com	0793638923	0703109227
2697	BATA SHOE DISP	CENTRAL	KIAMBU	LIMURU	LIMURU	LIMURU TOWN	9	PRIV	-1.103604	36.644144	cbatashoedisp@healthcare.com	0705933181	0757541489
2698	NKARARO SDA DISP	RIFT VALLEY	TRANS MARA	KEIYAN	NKARARO	NKARARO	4	MISS	-1.08371	34.7438	rnkararosdadisp@healthcare.com	0759142221	0781146657
2699	G.K PRISON DISP(KIAMBU)	CENTRAL	KIAMBU	KIAMBAA	WAGUTHU	NGEGU	9	OTHER MIN	-1.175676	36.824324	cg.kprisondisp(kiambu)@healthcare.com	0719830982	0714083217
2700	K.A.R.I DISP	CENTRAL	KIAMBU	KIKUYU	KIKUYU	KARI	9	OTHER MIN	-1.220721	36.635135	ck.a.r.idisp@healthcare.com	0764006775	0776484343
2701	MASHURU HEALTH CENTRE	RIFT VALLEY	KAJIADO	MASHURU	IMARORO	MASHURU	3	MOH	-2.10225	37.1275	rmashuruhealthcentre@healthcare.com	0758430496	0770714377
2702	MASIMBA HEALTH CENTRE	RIFT VALLEY	KAJIADO	MASHURU	KENYEWA	KIBOKO(KAJIADO)	3	MOH	-2.19128	37.6717	rmasimbahealthcentre@healthcare.com	0730915605	0763610686
2703	MBIRIKANI DISP	RIFT VALLEY	KAJIADO	LOITOKITOK	IMBIRIKANI	IMBIRIKANI	4	MOH	-2.58626	37.5074	rmbirikanidisp@healthcare.com	0783139871	0798440328
2704	METO DISP	RIFT VALLEY	KAJIADO	NAMANGA	METO	METO	4	MOH	-2.37859	36.5502	rmetodisp@healthcare.com	0744565252	0785482278
2705	MILE 46 HEALTH CENTRE	RIFT VALLEY	KAJIADO	CENTRAL	LOODOKILANI	ELANGATA WUAS	3	MOH	-1.962666	36.562804	rmile46healthcentre@healthcare.com	0725089725	0710095129
2706	MOROTOT DISP	RIFT VALLEY	KAJIADO	LOITOKITOK	KUKU	LOOLOPON	4	MOH	-2.923905	37.510811	rmorototdisp@healthcare.com	0757141499	0758713397
2707	MOSIRO DISP	RIFT VALLEY	KAJIADO	NGONG	MOSIRO	MOSIRO(KAJIADO)	4	MOH	-1.46313	36.1252	rmosirodisp@healthcare.com	0790254758	0704203640
2708	NAJILE DISP	RIFT VALLEY	KAJIADO	NGONG	NORTH KEEKONYOKIE	NAJILE	4	MOH	-1.237454	36.444801	rnajiledisp@healthcare.com	0729424148	0722160039
2709	NAMANGA HEALTH CENTRE	RIFT VALLEY	KAJIADO	NAMANGA	NAMANGA	NAMANGA	3	MOH	-2.50889	36.8258	rnamangahealthcentre@healthcare.com	0762845954	0727224014
2710	NAMELOK DISP	RIFT VALLEY	KAJIADO	LOITOKITOK	KUKU	LOOLOPON	4	MOH	-2.928378	37.521622	rnamelokdisp@healthcare.com	0784858975	0716047154
2711	KIPSEGI DISP	RIFT VALLEY	KERICHO	KIPKELION	KIPSEGI	TUIYOBEI(KIPKELION)	4	MOH	-0.175546	35.4157	rkipsegidisp@healthcare.com	0763135539	0755175811
2712	NGATATAEK DISP	RIFT VALLEY	KAJIADO	NAMANGA	BISSIL	BISSIL	4	MOH	-2.27793	36.8099	rngatataekdisp@healthcare.com	0798834392	0720742003
2713	OGWEDHI SIKAWA DISP	RIFT VALLEY	TRANS MARA	KEIYAN	SIKAWA	SIKAWA	4	MISS	-1.038377	34.597667	rogwedhisikawadisp@healthcare.com	0772693403	0704193712
2714	KIPSITET DISP	RIFT VALLEY	KERICHO	SOIN	SOIN	KIPSITET	4	MOH	-0.224014	35.1598	rkipsitetdisp@healthcare.com	0761326315	0729044893
2715	NGONG HEALTH CENTRE	RIFT VALLEY	KAJIADO	NGONG	NGONG	KIBIKO	3	MOH	-1.34101	36.6255	rngonghealthcentre@healthcare.com	0782749282	0786646986
2716	OLDONYO OROK DISP	RIFT VALLEY	TRANS MARA	LOLGORIAN	OLDONYO OROK	OLDONYO OROKTM	4	MISS	-1.31955	34.792	roldonyoorokdisp@healthcare.com	0741640586	0748157259
2717	KIPTERE DISP	RIFT VALLEY	KERICHO	SIGOWET	KIPTERE	KIPTERE	4	MOH	-0.389825	35.107	rkipteredisp@healthcare.com	0779444481	0729369223
2718	OLDOGO DISP	RIFT VALLEY	KAJIADO	MAGADI	OLKIRAMATIAN	OLKIRAMATIAN	4	MOH	-1.88	36.17	roldogodisp@healthcare.com	0785613884	0772316392
2719	OLEREKO DISP	RIFT VALLEY	TRANS MARA	KILGORIS	SHANKOE	OLEREKO	4	MISS	-0.967116	34.763304	rolerekodisp@healthcare.com	0727807007	0740301735
2720	OSUPUKO DISP	RIFT VALLEY	TRANS MARA	KILGORIS	OSUPUKO	OSUPUKO	4	MOH	-0.939	34.893	rosupukodisp@healthcare.com	0782569527	0774787502
2721	KIPTERE SDA DISP	RIFT VALLEY	KERICHO	SIGOWET	KIPTERE	KIPTERE	4	MISS	-0.385574	35.1113	rkipteresdadisp@healthcare.com	0799394403	0734331112
2722	OLDONYONYOIKE DISP	RIFT VALLEY	KAJIADO	MAGADI	OLDONYO NYOIKE	KOORA	4	MOH	-1.79685	36.3739	roldonyonyoikedisp@healthcare.com	0728614823	0799122185
2723	POROKO DISP	RIFT VALLEY	TRANS MARA	KILGORIS	POROKO	NAKUYIANA	4	MISS	-0.96329	34.8811	rporokodisp@healthcare.com	0747031378	0725972176
2724	KOITABUROT DISP	RIFT VALLEY	KERICHO	SOIN	KOITABUROT	KOITABUROT	4	MOH	-0.204457	35.2006	rkoitaburotdisp@healthcare.com	0769374864	0790284567
2725	OLDOROKO DISP	RIFT VALLEY	KAJIADO	MAGADI	MAGADI	MAGADI(KAJIADO)	4	MOH	-1.896213	36.35116	roldorokodisp@healthcare.com	0724568811	0741300479
2726	POROKO FRIENDS H C	RIFT VALLEY	TRANS MARA	KILGORIS	POROKO	NAKUYIANA	3	MISS	-0.958314	34.8628	rporokofriendshc@healthcare.com	0746659745	0772682045
2727	KUNYAK DISP	RIFT VALLEY	KERICHO	CHILCHILA	KUNYAK	KAPKWEN	4	MOH	-0.128779	35.2967	rkunyakdisp@healthcare.com	0786064309	0752474218
2728	OLGULULUI DISP	RIFT VALLEY	KAJIADO	LOITOKITOK	LENKISM	OLGULULUI	4	MOH	-2.63376	36.9819	rolgululuidisp@healthcare.com	0775346291	0725898567
2729	PUSANGI DISP	RIFT VALLEY	TRANS MARA	KIRINDONI	KIMINTET	KIRINDONI	4	MISS	-1.14451	35.0838	rpusangidisp@healthcare.com	0753501231	0761417377
2730	LELECHWET DISP	RIFT VALLEY	KERICHO	KIPKELION	KIPSEGI	KAPKURES(KERICHO)	4	MOH	-0.107596	35.459517	rlelechwetdisp@healthcare.com	0797222363	0721909444
2731	OLGUMI DISP	RIFT VALLEY	KAJIADO	NGONG	NORTH KEEKONYOKIE	OLGUMI	4	MOH	-1.108503	36.398071	rolgumidisp@healthcare.com	0786705514	0753689632
2732	SHANKOE DISP	RIFT VALLEY	TRANS MARA	KILGORIS	SHANKOE	OLEREKO	4	MOH	-0.958372	34.7549	rshankoedisp@healthcare.com	0763805021	0706964764
2733	LEMOTIT DISP	RIFT VALLEY	KERICHO	LONDIANI	LEMOTIT	SARAMEK	4	MOH	-0.091366	35.5203	rlemotitdisp@healthcare.com	0715381849	0765982666
2734	SIKAWA DISP	RIFT VALLEY	TRANS MARA	KEIYAN	SIKAWA	SIKAWA	4	MISS	-1.063948	34.631923	rsikawadisp@healthcare.com	0789128761	0744682948
2735	OLKIRAMATIAN DISP	RIFT VALLEY	KAJIADO	MAGADI	OLKIRAMATIAN	OLKIRAMATIAN	4	MOH	-1.90082	36.1455	rolkiramatiandisp@healthcare.com	0738380085	0700607472
2736	LONDIANI SUB-DISTRICT HOSPITAL	RIFT VALLEY	KERICHO	LONDIANI	LONDIANI	CHEPKONGONY(KERI)	1	MOH	-0.158796	35.5893	rlondianisub-districthospital@healthcare.com	0742945470	0787029245
2737	SITOKA DISP	RIFT VALLEY	TRANS MARA	KIRINDONI	ESOIT NAIBOR	SITOKA	4	MISS	-1.14616	34.9553	rsitokadisp@healthcare.com	0766938527	0725136541
2738	OLOIKA DISP	RIFT VALLEY	KAJIADO	MAGADI	MAGADI	OLKERI(MAGADI)	4	MOH	-2.001866	36.332802	roloikadisp@healthcare.com	0764233817	0729910071
2739	MAKYOLOK DISP	RIFT VALLEY	KERICHO	CHILCHILA	KOKWET	TULWO-PMOI	4	MOH	-0.134731	35.3647	rmakyolokdisp@healthcare.com	0789565192	0795214108
2740	ST. ANTHONY ABOSSI H C	RIFT VALLEY	TRANS MARA	PIRRAR	OLOLMASANI	ABOSSI	3	MISS	-0.909657	35.0758	rst.anthonyabossihc@healthcare.com	0711746482	0708550548
2741	OLOIYANKALANI DISP	RIFT VALLEY	KAJIADO	CENTRAL	ILDAMAT	OLOYIANKALANI	4	MOH	-1.77986	36.69	roloiyankalanidisp@healthcare.com	0789555576	0771435328
2742	MANYOROR DISP	RIFT VALLEY	KERICHO	AINAMOI	KAPSAOS	KAPSAOS(KERICHO)	4	MOH	-0.289488	35.3298	rmanyorordisp@healthcare.com	0712704074	0733408566
2743	ST. JOSEPH MISS.  HOSP. KILGORIS	RIFT VALLEY	TRANS MARA	KILGORIS	OLOLCHANI	KILGORIS	1	MISS	-1.00244	34.8776	rst.josephmiss.hosp.kilgoris@healthcare.com	0720363048	0787921961
2744	OLORIKA DISP	RIFT VALLEY	KAJIADO	LOITOKITOK	KUKU	OLORIKA	4	MOH	-2.778795	37.753712	rolorikadisp@healthcare.com	0760663576	0794196388
2745	MITI TATU DISP	RIFT VALLEY	KERICHO	LONDIANI	MASAITA	KONGONI(KERICHO)	4	MOH	-0.088815	35.607	rmititatudisp@healthcare.com	0777905314	0799401342
2746	BWAKE (FRIENDS) DISP	RIFT VALLEY	TRANS-NZOIA	KAPLAMAI	MOTOSIET	MOTOSIET	4	MISS	0.97522	35.16576	rbwake(friends)disp@healthcare.com	0769847086	0722024767
2747	OLOSEOS DISP	RIFT VALLEY	KAJIADO	NGONG	CENTRAL KEEKONYOKIE	KISAMIS	4	MOH	-1.535062	36.589842	roloseosdisp@healthcare.com	0736489293	0746652740
2748	OLSHOIBOR DISP	RIFT VALLEY	KAJIADO	NGONG	NORTH KEEKONYOKIE	OLOOSHOIBOR	4	MOH	-1.384227	36.591591	rolshoibordisp@healthcare.com	0744427105	0797461712
2749	MONMONIAT DISP	RIFT VALLEY	KERICHO	KIPKELION	CHEPSEGON	MOMONIAT	4	MOH	-0.242721	35.4523	rmonmoniatdisp@healthcare.com	0790761938	0756358918
2750	CHEPCHOINA DISP	RIFT VALLEY	TRANS-NZOIA	ENDEBESS	CHEPCHOINA	KAPTEGA	4	MOH	1.21123	34.7512	rchepchoinadisp@healthcare.com	0728853128	0795428000
2751	OLTEPESI DISP	RIFT VALLEY	KAJIADO	NGONG	CENTRAL KEEKONYOKIE	OLTEPESI	4	MOH	-1.55811	36.4728	roltepesidisp@healthcare.com	0769652996	0732741861
2752	MTARAGON DISP	RIFT VALLEY	KERICHO	KIPKELION	KAMASIAN	MTARAGON	4	MOH	-0.092216	35.4268	rmtaragondisp@healthcare.com	0788509393	0731666275
2753	MUGUMO-INI DISP	RIFT VALLEY	KERICHO	LONDIANI	TENDENO	TENDENO	4	MOH	-0.001234	35.4778	rmugumo-inidisp@healthcare.com	0729686823	0714733027
2754	CHEPSIRO DISP	RIFT VALLEY	TRANS-NZOIA	CHERANGANY	CHEPSIRO	KAPSIGIRAI	4	MOH	0.99231	35.3321	rchepsirodisp@healthcare.com	0730865854	0705664751
2755	OLTIASIKA DISP	RIFT VALLEY	KAJIADO	LOITOKITOK	IMBIRIKANI	OLTIASIKA	4	MOH	-2.602407	37.818751	roltiasikadisp@healthcare.com	0759636519	0706506416
